classifier,In taxon,Group,ratio,sample,dataset
rspc_gold,15768,P,0.0013668921183342987,S15,plant_associated
rspc_gold,22887,P,0.002181363396441996,S16,plant_associated
rspc_gold,17638,P,0.0012949922243932687,S17,plant_associated
rspc_gold,15953,P,0.0012497764339310267,S18,plant_associated
rspc_gold,16958,P,0.0013002773459834978,S19,plant_associated
rspc_gold,7655,P,0.0006891105765465469,S2,plant_associated
rspc_gold,7378,P,0.0006853875886321901,S3,plant_associated
rspc_gold,8144,P,0.0007341208065016566,S4,plant_associated
rspc_gold,7349,P,0.0006194119438367248,S5,plant_associated
rspc_gold,14488,P,0.001013312171838944,S6,plant_associated
rspc_gold,10330,P,0.0007828865991413712,S7,plant_associated
rspc_gold,11051,P,0.0008097418146540481,S8,plant_associated
rspc_gold,9020,P,0.0006198642153762886,S9,plant_associated
rspc_gold,816,R,7.155340782311997e-05,S0,plant_associated
rspc_gold,771,R,5.702774499648107e-05,S1,plant_associated
rspc_gold,772,R,5.528246906974499e-05,S10,plant_associated
rspc_gold,682,R,4.606528193438521e-05,S11,plant_associated
rspc_gold,811,R,7.840231738302152e-05,S12,plant_associated
rspc_gold,763,R,5.549392392444884e-05,S13,plant_associated
rspc_gold,1063,R,7.106172636809867e-05,S14,plant_associated
rspc_gold,805,R,6.978362222597099e-05,S15,plant_associated
rspc_gold,797,R,7.596218931988774e-05,S16,plant_associated
rspc_gold,743,R,5.455149238712999e-05,S17,plant_associated
rspc_gold,783,R,6.134112378662282e-05,S18,plant_associated
rspc_gold,794,R,6.088101266133373e-05,S19,plant_associated
rspc_gold,762,R,6.859598423624673e-05,S2,plant_associated
rspc_gold,805,R,7.478137826632054e-05,S3,plant_associated
rspc_gold,808,R,7.2835168425017e-05,S4,plant_associated
rspc_gold,749,R,6.312961572101059e-05,S5,plant_associated
rspc_gold,746,R,5.217634457425816e-05,S6,plant_associated
rspc_gold,765,R,5.797756518326708e-05,S7,plant_associated
rspc_gold,738,R,5.407560032709144e-05,S8,plant_associated
rspc_gold,730,R,5.0166394370808275e-05,S9,plant_associated
rspc_gold,9018719,S,0.7908334297170597,S0,plant_associated
rspc_gold,11273645,S,0.833865826512132,S1,plant_associated
rspc_gold,10792667,S,0.7728565798025356,S10,plant_associated
rspc_gold,12179689,S,0.8226698059503376,S11,plant_associated
rspc_gold,7401506,S,0.7155304840004169,S12,plant_associated
rspc_gold,10632499,S,0.7733146666222521,S13,plant_associated
rspc_gold,7462418,S,0.49886388143026733,S14,plant_associated
rspc_gold,7748567,S,0.671705679901398,S15,plant_associated
rspc_gold,7308692,S,0.6965925287136122,S16,plant_associated
rspc_gold,10063212,S,0.7388468813029275,S17,plant_associated
rspc_gold,9725902,S,0.7619383889125958,S18,plant_associated
rspc_gold,9972478,S,0.7646530974595366,S19,plant_associated
rspc_gold,8869612,S,0.7984511350834972,S2,plant_associated
rspc_gold,8601392,S,0.7990359612036068,S3,plant_associated
rspc_gold,9044241,S,0.8152708125141637,S4,plant_associated
rspc_gold,9597292,S,0.8089096874797452,S5,plant_associated
rspc_gold,11586817,S,0.8103991371459414,S6,plant_associated
rspc_gold,10214341,S,0.7741210733746634,S7,plant_associated
rspc_gold,10794104,S,0.7909182300718957,S8,plant_associated
rspc_gold,11981090,S,0.8233535423728044,S9,plant_associated
rspc_gold,1784203,U,0.15645319227724772,S0,plant_associated
rspc_gold,1870362,U,0.1383430962219304,S1,plant_associated
rspc_gold,2038639,U,0.14598574800761122,S10,plant_associated
rspc_gold,1777898,U,0.12008705662841582,S11,plant_associated
rspc_gold,2361496,U,0.22829440060509962,S12,plant_associated
rspc_gold,2056869,U,0.14959860001121517,S13,plant_associated
rspc_gold,6616361,U,0.44230483060635906,S14,plant_associated
rspc_gold,2444052,U,0.21186931859456998,S15,plant_associated
rspc_gold,2249895,U,0.2144378292846535,S16,plant_associated
rspc_gold,2430034,U,0.17841451043266088,S17,plant_associated
rspc_gold,2210104,U,0.17314209839758654,S18,plant_associated
rspc_gold,2345975,U,0.17988077289442367,S19,plant_associated
rspc_gold,1622038,U,0.14601744498503041,S2,plant_associated
rspc_gold,1582446,U,0.14700309678512533,S3,plant_associated
rspc_gold,1673911,U,0.15089058120481266,S4,plant_associated
rspc_gold,1590403,U,0.13404743689124488,S5,plant_associated
rspc_gold,1864602,U,0.13041302472634173,S6,plant_associated
rspc_gold,2024160,U,0.15340636384491751,S7,plant_associated
rspc_gold,1928765,U,0.1413267280011958,S8,plant_associated
rspc_gold,1821102,U,0.1251481111252982,S9,plant_associated
std_gold,32895,C,0.002884496752869524,S0,plant_associated
std_gold,114222,C,0.008448538377416421,S1,plant_associated
std_gold,47375,C,0.0033924960779522914,S10,plant_associated
std_gold,63970,C,0.004320815374402671,S11,plant_associated
std_gold,21765,C,0.00210410164961956,S12,plant_associated
std_gold,39186,C,0.002850045744303345,S13,plant_associated
std_gold,29676,C,0.0019838455237062053,S14,plant_associated
std_gold,38350,C,0.003324474425299363,S15,plant_associated
std_gold,21313,C,0.0020313452207964457,S16,plant_associated
std_gold,35177,C,0.002582715811173717,S17,plant_associated
std_gold,55790,C,0.004370652996239703,S18,plant_associated
std_gold,83070,C,0.006369503427930721,S19,plant_associated
std_gold,38187,C,0.0034376310367841916,S2,plant_associated
std_gold,44247,C,0.0041103747132296715,S3,plant_associated
std_gold,80046,C,0.007215549370976375,S4,plant_associated
std_gold,31605,C,0.002663833784863204,S5,plant_associated
std_gold,47031,C,0.003289417777040128,S6,plant_associated
std_gold,37201,C,0.0028193769965787173,S7,plant_associated
std_gold,55359,C,0.004056329483072432,S8,plant_associated
std_gold,54060,C,0.0037150620269669797,S9,plant_associated
std_gold,16894,D,0.0014814010683379766,S0,plant_associated
std_gold,34168,D,0.002527268470868697,S1,plant_associated
std_gold,18965,D,0.0013580725724193184,S10,plant_associated
std_gold,22261,D,0.001503605925427198,S11,plant_associated
std_gold,15653,D,0.0015132323970362958,S12,plant_associated
std_gold,19552,D,0.0014220408919670036,S13,plant_associated
std_gold,40755,D,0.0027244785118832188,S14,plant_associated
std_gold,17193,D,0.0014904221328336884,S15,plant_associated
std_gold,17843,D,0.0017006190012983148,S16,plant_associated
std_gold,19437,D,0.0014270758513171542,S17,plant_associated
std_gold,23650,D,0.0018527682982804978,S18,plant_associated
std_gold,29736,D,0.002280047597603803,S19,plant_associated
std_gold,16392,D,0.0014756238498694965,S2,plant_associated
std_gold,19073,D,0.0017718077362404122,S3,plant_associated
std_gold,25112,D,0.0022636593434270137,S4,plant_associated
std_gold,16107,D,0.0013575817362060315,S5,plant_associated
std_gold,21435,D,0.0014991956380016405,S6,plant_associated
std_gold,17320,D,0.0013126423908159292,S7,plant_associated
std_gold,19010,D,0.0013929229840352415,S8,plant_associated
std_gold,19877,D,0.001365969069737748,S9,plant_associated
std_gold,65201,F,0.005717345273866722,S0,plant_associated
std_gold,34684,F,0.002565434899426653,S1,plant_associated
std_gold,102479,F,0.007338461331345074,S10,plant_associated
std_gold,82195,F,0.005551812094716704,S11,plant_associated
std_gold,60387,F,0.005837830751921727,S12,plant_associated
std_gold,121314,F,0.008823315710315317,S13,plant_associated
std_gold,60706,F,0.0040582061720618985,S14,plant_associated
std_gold,111675,F,0.00968085218892585,S15,plant_associated
std_gold,113529,F,0.010820465986571562,S16,plant_associated
std_gold,129638,F,0.009518097402533994,S17,plant_associated
std_gold,95480,F,0.007480013408871963,S18,plant_associated
std_gold,68930,F,0.0052853000034581024,S19,plant_associated
std_gold,66778,F,0.006011420781270452,S2,plant_associated
std_gold,72772,F,0.006760236595275378,S3,plant_associated
std_gold,40560,F,0.0036561812268795665,S4,plant_associated
std_gold,76196,F,0.00642219519289469,S5,plant_associated
std_gold,96780,F,0.006768936498521052,S6,plant_associated
std_gold,126917,F,0.009618743320738182,S7,plant_associated
std_gold,83013,F,0.006082625758743687,S8,plant_associated
std_gold,96079,F,0.00660265343116834,S9,plant_associated
std_gold,1479675,G,0.12974974107925863,S0,plant_associated
std_gold,742971,G,0.054954553473126506,S1,plant_associated
std_gold,1555416,G,0.11138243123132964,S10,plant_associated
std_gold,1369115,G,0.09247605348327831,S11,plant_associated
std_gold,747268,G,0.07224111332450768,S12,plant_associated
std_gold,1829027,G,0.13302737246888977,S13,plant_associated
std_gold,700833,G,0.0468508023290063,S14,plant_associated
std_gold,1414215,G,0.12259508733702057,S15,plant_associated
std_gold,1451808,G,0.1383720378320296,S16,plant_associated
std_gold,1654391,G,0.12146634998901261,S17,plant_associated
std_gold,1237269,G,0.09692908159176378,S18,plant_associated
std_gold,798821,G,0.0612506692885885,S19,plant_associated
std_gold,1455036,G,0.13098376183618307,S2,plant_associated
std_gold,1446481,G,0.13437247554788276,S3,plant_associated
std_gold,684245,G,0.06167957898388089,S4,plant_associated
std_gold,1795599,G,0.15134242304276488,S5,plant_associated
std_gold,1722563,G,0.12047860675451456,S6,plant_associated
std_gold,1729340,G,0.13106264388762234,S7,plant_associated
std_gold,1129059,G,0.08272973337358473,S8,plant_associated
std_gold,1248019,G,0.0857652237483038,S9,plant_associated
std_gold,37518,O,0.0032898783758674205,S0,plant_associated
std_gold,39217,O,0.002900722536351489,S1,plant_associated
std_gold,15901,O,0.0011386613221217813,S10,plant_associated
std_gold,18346,O,0.0012391695929152948,S11,plant_associated
std_gold,62620,O,0.006053702977219245,S12,plant_associated
std_gold,23887,O,0.001737330748077732,S13,plant_associated
std_gold,333946,O,0.022324345506793113,S14,plant_associated
std_gold,16854,O,0.0014610349925422547,S15,plant_associated
std_gold,23667,O,0.0022557053132167917,S16,plant_associated
std_gold,33542,O,0.0024626731596892517,S17,plant_associated
std_gold,35939,O,0.002815502742998005,S18,plant_associated
std_gold,43917,O,0.003367394751949362,S19,plant_associated
std_gold,24044,O,0.0021644643634859797,S2,plant_associated
std_gold,19068,O,0.0017713432556300623,S3,plant_associated
std_gold,26220,O,0.0023635372724058737,S4,plant_associated
std_gold,27968,O,0.0023572885079909535,S5,plant_associated
std_gold,20663,O,0.0014452008149301561,S6,plant_associated
std_gold,19098,O,0.0014473928625752088,S7,plant_associated
std_gold,16145,O,0.0011829953486190937,S8,plant_associated
std_gold,13188,O,0.00090629371090715,S9,plant_associated
std_gold,29652,P,0.002600124569572492,S0,plant_associated
std_gold,19443,P,0.0014381199039774078,S1,plant_associated
std_gold,31481,P,0.0022543360217417642,S10,plant_associated
std_gold,28198,P,0.0019046170381023374,S11,plant_associated
std_gold,31940,P,0.003087755878191994,S12,plant_associated
std_gold,39207,P,0.0028515731000076875,S13,plant_associated
std_gold,79384,P,0.00530683357103024,S14,plant_associated
std_gold,30341,P,0.002630192399948057,S15,plant_associated
std_gold,43006,P,0.0040989082984831775,S16,plant_associated
std_gold,39534,P,0.0029026092867197807,S17,plant_associated
std_gold,35086,P,0.0027486777384130886,S18,plant_associated
std_gold,29653,P,0.0022736834615195577,S19,plant_associated
std_gold,27420,P,0.0024683751807846265,S2,plant_associated
std_gold,28702,P,0.00266630449565209,S3,plant_associated
std_gold,18580,P,0.0016748483036346732,S4,plant_associated
std_gold,32157,P,0.0027103592159419725,S5,plant_associated
std_gold,38302,P,0.0026788985923367776,S6,plant_associated
std_gold,32345,P,0.0024513520860820572,S7,plant_associated
std_gold,25411,P,0.0018619445527259086,S8,plant_associated
std_gold,28527,P,0.0019604064824877364,S9,plant_associated
std_gold,113,R,9.908743975505585e-06,S0,plant_associated
std_gold,186,R,1.3757666108100492e-05,S1,plant_associated
std_gold,121,R,8.6647393231077e-06,S10,plant_associated
std_gold,129,R,8.713227814568463e-06,S11,plant_associated
std_gold,102,R,9.860710694288773e-06,S12,plant_associated
std_gold,115,R,8.3640907618763e-06,S13,plant_associated
std_gold,354,R,2.3664958734061083e-05,S14,plant_associated
std_gold,96,R,8.322022029432565e-06,S15,plant_associated
std_gold,97,R,9.245084521993866e-06,S16,plant_associated
std_gold,128,R,9.397834489303686e-06,S17,plant_associated
std_gold,122,R,9.557620819882483e-06,S18,plant_associated
std_gold,170,R,1.3034977521948026e-05,S19,plant_associated
std_gold,105,R,9.452202552238723e-06,S2,plant_associated
std_gold,129,R,1.198359974702528e-05,S3,plant_associated
std_gold,146,R,1.3160810136203567e-05,S4,plant_associated
std_gold,107,R,9.018516531572942e-06,S5,plant_associated
std_gold,122,R,8.532860640830423e-06,S6,plant_associated
std_gold,124,R,9.397670696372704e-06,S7,plant_associated
std_gold,127,R,9.305692739214922e-06,S8,plant_associated
std_gold,137,R,9.414789080548949e-06,S9,plant_associated
std_gold,3993285,S,0.35016317421439663,S0,plant_associated
std_gold,3819074,S,0.28248142437703105,S1,plant_associated
std_gold,5768045,S,0.4130463332971467,S10,plant_associated
std_gold,6711056,S,0.45329426204904316,S11,plant_associated
std_gold,4486933,S,0.43376811978095303,S12,plant_associated
std_gold,4729929,S,0.3440135256802679,S13,plant_associated
std_gold,3970014,S,0.26539609458656716,S14,plant_associated
std_gold,3463674,S,0.30025803469555007,S15,plant_associated
std_gold,2843859,S,0.2710486270477624,S16,plant_associated
std_gold,4864608,S,0.35716235030736426,S17,plant_associated
std_gold,4470088,S,0.35019185356972826,S18,plant_associated
std_gold,4156041,S,0.31867000597232,S19,plant_associated
std_gold,3795442,S,0.3416693958026099,S2,plant_associated
std_gold,3012952,S,0.2798915567829404,S3,plant_associated
std_gold,3418736,S,0.30817353014934273,S4,plant_associated
std_gold,3735226,S,0.3148242750482343,S5,plant_associated
std_gold,5367391,S,0.37540327383481514,S6,plant_associated
std_gold,4787467,S,0.3628309543205753,S7,plant_associated
std_gold,6530168,S,0.4784861176649892,S8,plant_associated
std_gold,6765864,S,0.4649575365524032,S9,plant_associated
std_gold,5748836,U,0.504103929921855,S0,plant_associated
std_gold,8715770,U,0.6446701802956937,S1,plant_associated
std_gold,6424861,U,0.4600805434066203,S10,plant_associated
std_gold,6509806,U,0.43970095121429975,S11,plant_associated
std_gold,4917414,U,0.4753842825298562,S12,plant_associated
std_gold,6947036,U,0.5052664315654094,S13,plant_associated
std_gold,9743158,U,0.6513317288402178,S14,plant_associated
std_gold,6443260,U,0.5585515798058507,S15,plant_associated
std_gold,5976940,U,0.5696630462153197,S16,plant_associated
std_gold,6843704,U,0.5024687303576999,S17,plant_associated
std_gold,6811259,U,0.5336018920328848,S18,plant_associated
std_gold,7831495,U,0.600490360519108,S19,plant_associated
std_gold,5685118,U,0.51177987494646,S2,plant_associated
std_gold,6121288,U,0.5686439172734022,S3,plant_associated
std_gold,6799897,U,0.6129599545393166,S4,plant_associated
std_gold,6149514,U,0.5183130249545724,S5,plant_associated
std_gold,6983380,U,0.4884279372291997,S6,plant_associated
std_gold,6444947,U,0.48844749646431584,S7,plant_associated
std_gold,5789268,U,0.4241980251414905,S8,plant_associated
std_gold,6325823,U,0.4347174401889445,S9,plant_associated
rspc_1-step,37133,C,0.01114015845167608,S0,Assorted_Genomes_mbarc_225
rspc_1-step,24237,C,0.007271318866697888,S1,Assorted_Genomes_mbarc_225
rspc_1-step,65920,C,0.01977655374350482,S2,Assorted_Genomes_mbarc_225
rspc_1-step,37795,C,0.011338820888631149,S3,Assorted_Genomes_mbarc_225
rspc_1-step,43730,C,0.01311931617551983,S4,Assorted_Genomes_mbarc_225
rspc_1-step,96905,C,0.02907222680567014,S5,Assorted_Genomes_mbarc_225
rspc_1-step,25723,C,0.007717074405881573,S6,Assorted_Genomes_mbarc_225
rspc_1-step,39334,C,0.011800385266048676,S7,Assorted_Genomes_mbarc_225
rspc_1-step,90900,C,0.027270509958536224,S8,Assorted_Genomes_mbarc_225
rspc_1-step,70194,C,0.021058795963925778,S9,Assorted_Genomes_mbarc_225
rspc_1-step,59462,D,0.01783901386512167,S0,Assorted_Genomes_mbarc_225
rspc_1-step,35837,D,0.010751423617850897,S1,Assorted_Genomes_mbarc_225
rspc_1-step,64270,D,0.019281539883116726,S2,Assorted_Genomes_mbarc_225
rspc_1-step,59956,D,0.017987309040845854,S3,Assorted_Genomes_mbarc_225
rspc_1-step,64688,D,0.019406867705511702,S4,Assorted_Genomes_mbarc_225
rspc_1-step,136370,D,0.04091202280057001,S5,Assorted_Genomes_mbarc_225
rspc_1-step,43590,D,0.013077295546879359,S6,Assorted_Genomes_mbarc_225
rspc_1-step,61907,D,0.018572391586547908,S7,Assorted_Genomes_mbarc_225
rspc_1-step,147542,D,0.04426342772609848,S8,Assorted_Genomes_mbarc_225
rspc_1-step,66705,D,0.020012066341477463,S9,Assorted_Genomes_mbarc_225
rspc_1-step,365029,F,0.10951124066078333,S0,Assorted_Genomes_mbarc_225
rspc_1-step,223502,F,0.06705261828381034,S1,Assorted_Genomes_mbarc_225
rspc_1-step,361408,F,0.10842543591220555,S2,Assorted_Genomes_mbarc_225
rspc_1-step,395390,F,0.11862035695610186,S3,Assorted_Genomes_mbarc_225
rspc_1-step,345098,F,0.10353189511867236,S4,Assorted_Genomes_mbarc_225
rspc_1-step,813201,F,0.243966399159979,S5,Assorted_Genomes_mbarc_225
rspc_1-step,172198,F,0.051660567528826154,S6,Assorted_Genomes_mbarc_225
rspc_1-step,291917,F,0.08757647495065672,S7,Assorted_Genomes_mbarc_225
rspc_1-step,474339,F,0.14230436109155242,S8,Assorted_Genomes_mbarc_225
rspc_1-step,188803,F,0.056642502982834415,S9,Assorted_Genomes_mbarc_225
rspc_1-step,1137145,G,0.34115141471282134,S0,Assorted_Genomes_mbarc_225
rspc_1-step,995979,G,0.2988026939610882,S1,Assorted_Genomes_mbarc_225
rspc_1-step,1346553,G,0.4039772113619181,S2,Assorted_Genomes_mbarc_225
rspc_1-step,1713577,G,0.5140876486804576,S3,Assorted_Genomes_mbarc_225
rspc_1-step,1677577,G,0.5032852291740231,S4,Assorted_Genomes_mbarc_225
rspc_1-step,1444970,G,0.43350183754593863,S5,Assorted_Genomes_mbarc_225
rspc_1-step,2135770,G,0.6407454808478672,S6,Assorted_Genomes_mbarc_225
rspc_1-step,860390,G,0.25812105250052425,S7,Assorted_Genomes_mbarc_225
rspc_1-step,1776576,G,0.5329827667777387,S8,Assorted_Genomes_mbarc_225
rspc_1-step,2331415,G,0.6994442942735279,S9,Assorted_Genomes_mbarc_225
rspc_1-step,3,K,9.000208804844272e-07,S0,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S1,Assorted_Genomes_mbarc_225
rspc_1-step,1,K,3.0000840023520656e-07,S2,Assorted_Genomes_mbarc_225
rspc_1-step,1,K,3.000084902402738e-07,S3,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S4,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S5,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S6,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S7,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S8,Assorted_Genomes_mbarc_225
rspc_1-step,0,K,0.0,S9,Assorted_Genomes_mbarc_225
rspc_1-step,41519,O,0.012455988978944312,S0,Assorted_Genomes_mbarc_225
rspc_1-step,30546,O,0.009164075838682744,S1,Assorted_Genomes_mbarc_225
rspc_1-step,44584,O,0.01337557451608645,S2,Assorted_Genomes_mbarc_225
rspc_1-step,43509,O,0.013053069401864072,S3,Assorted_Genomes_mbarc_225
rspc_1-step,35508,O,0.01065265672902717,S4,Assorted_Genomes_mbarc_225
rspc_1-step,74460,O,0.0223385584639616,S5,Assorted_Genomes_mbarc_225
rspc_1-step,42549,O,0.012764988488739845,S6,Assorted_Genomes_mbarc_225
rspc_1-step,30290,O,0.00908714266813989,S7,Assorted_Genomes_mbarc_225
rspc_1-step,75548,O,0.022664823832205663,S8,Assorted_Genomes_mbarc_225
rspc_1-step,35780,O,0.010734303780796997,S9,Assorted_Genomes_mbarc_225
rspc_1-step,17824,P,0.005347324057918144,S0,Assorted_Genomes_mbarc_225
rspc_1-step,15310,P,0.004593138253461429,S1,Assorted_Genomes_mbarc_225
rspc_1-step,45504,P,0.01365158224430284,S2,Assorted_Genomes_mbarc_225
rspc_1-step,21288,P,0.006386580740234949,S3,Assorted_Genomes_mbarc_225
rspc_1-step,20609,P,0.00618284900666106,S4,Assorted_Genomes_mbarc_225
rspc_1-step,35547,P,0.010664366609165228,S5,Assorted_Genomes_mbarc_225
rspc_1-step,24284,P,0.007285364649241073,S6,Assorted_Genomes_mbarc_225
rspc_1-step,23585,P,0.007075611087094067,S7,Assorted_Genomes_mbarc_225
rspc_1-step,48500,P,0.014550272090088084,S8,Assorted_Genomes_mbarc_225
rspc_1-step,24379,P,0.007313906983567635,S9,Assorted_Genomes_mbarc_225
rspc_1-step,34512,R,0.01035384020909285,S0,Assorted_Genomes_mbarc_225
rspc_1-step,11473,R,0.00344200360430849,S1,Assorted_Genomes_mbarc_225
rspc_1-step,21370,R,0.006411179513026365,S2,Assorted_Genomes_mbarc_225
rspc_1-step,12585,R,0.003775606849673846,S3,Assorted_Genomes_mbarc_225
rspc_1-step,13594,R,0.004078298286988717,S4,Assorted_Genomes_mbarc_225
rspc_1-step,40660,R,0.01219830495762394,S5,Assorted_Genomes_mbarc_225
rspc_1-step,27982,R,0.008394789722247723,S6,Assorted_Genomes_mbarc_225
rspc_1-step,14494,R,0.004348268267811805,S7,Assorted_Genomes_mbarc_225
rspc_1-step,29000,R,0.00870016269304236,S8,Assorted_Genomes_mbarc_225
rspc_1-step,25026,R,0.007508012476753092,S9,Assorted_Genomes_mbarc_225
rspc_1-step,1626756,S,0.4880381224844416,S0,Assorted_Genomes_mbarc_225
rspc_1-step,1988103,S,0.5964488531104786,S1,Assorted_Genomes_mbarc_225
rspc_1-step,1377061,S,0.41312986763629383,S2,Assorted_Genomes_mbarc_225
rspc_1-step,1040677,S,0.31221193559777743,S3,Assorted_Genomes_mbarc_225
rspc_1-step,1125387,S,0.3376242367441055,S4,Assorted_Genomes_mbarc_225
rspc_1-step,681291,S,0.20439240981024526,S5,Assorted_Genomes_mbarc_225
rspc_1-step,837105,S,0.2511371757001708,S6,Assorted_Genomes_mbarc_225
rspc_1-step,2005357,S,0.6016165453797625,S7,Assorted_Genomes_mbarc_225
rspc_1-step,686781,S,0.20603815291345948,S8,Assorted_Genomes_mbarc_225
rspc_1-step,566371,S,0.1699161086258741,S9,Assorted_Genomes_mbarc_225
rspc_1-step,13873,U,0.004161996558320153,S0,Assorted_Genomes_mbarc_225
rspc_1-step,8246,U,0.002473874463621355,S1,Assorted_Genomes_mbarc_225
rspc_1-step,6569,U,0.001970755181145072,S2,Assorted_Genomes_mbarc_225
rspc_1-step,8461,U,0.0025383718359229565,S3,Assorted_Genomes_mbarc_225
rspc_1-step,7062,U,0.0021186510594905336,S4,Assorted_Genomes_mbarc_225
rspc_1-step,9846,U,0.002953873846846171,S5,Assorted_Genomes_mbarc_225
rspc_1-step,24057,U,0.0072172631101462895,S6,Assorted_Genomes_mbarc_225
rspc_1-step,6007,U,0.0018021282934142066,S7,Assorted_Genomes_mbarc_225
rspc_1-step,4085,U,0.0012255229172785532,S8,Assorted_Genomes_mbarc_225
rspc_1-step,24566,U,0.007370008571242566,S9,Assorted_Genomes_mbarc_225
rspc_R100,5542,C,0.0016626385732148986,S0,Assorted_Genomes_mbarc_225
rspc_R100,4304,C,0.0012912388662898752,S1,Assorted_Genomes_mbarc_225
rspc_R100,7435,C,0.002230562455748761,S2,Assorted_Genomes_mbarc_225
rspc_R100,7169,C,0.002150760866532523,S3,Assorted_Genomes_mbarc_225
rspc_R100,8260,C,0.0024780597212392817,S4,Assorted_Genomes_mbarc_225
rspc_R100,13178,C,0.003953498837470937,S5,Assorted_Genomes_mbarc_225
rspc_R100,5596,C,0.0016788379417374832,S6,Assorted_Genomes_mbarc_225
rspc_R100,6777,C,0.002033131920171147,S7,Assorted_Genomes_mbarc_225
rspc_R100,15776,C,0.004732888505015044,S8,Assorted_Genomes_mbarc_225
rspc_R100,4961,C,0.0014883421200819983,S9,Assorted_Genomes_mbarc_225
rspc_R100,7151,D,0.0021453497721147133,S0,Assorted_Genomes_mbarc_225
rspc_R100,5072,D,0.0015216458015386263,S1,Assorted_Genomes_mbarc_225
rspc_R100,8267,D,0.002480169444744453,S2,Assorted_Genomes_mbarc_225
rspc_R100,7445,D,0.0022335632098388386,S3,Assorted_Genomes_mbarc_225
rspc_R100,6104,D,0.001831244132983605,S4,Assorted_Genomes_mbarc_225
rspc_R100,11057,D,0.0033171829295732392,S5,Assorted_Genomes_mbarc_225
rspc_R100,6915,D,0.0020745468847595955,S6,Assorted_Genomes_mbarc_225
rspc_R100,6769,D,0.002030731882490555,S7,Assorted_Genomes_mbarc_225
rspc_R100,9375,D,0.0028125525947335214,S8,Assorted_Genomes_mbarc_225
rspc_R100,7503,D,0.002250963702272774,S9,Assorted_Genomes_mbarc_225
rspc_R100,277944,F,0.08338513453512121,S0,Assorted_Genomes_mbarc_225
rspc_R100,167975,F,0.050394016859907485,S1,Assorted_Genomes_mbarc_225
rspc_R100,374638,F,0.11239454704731733,S2,Assorted_Genomes_mbarc_225
rspc_R100,147940,F,0.044383256046146104,S3,Assorted_Genomes_mbarc_225
rspc_R100,103527,F,0.03105884851824929,S4,Assorted_Genomes_mbarc_225
rspc_R100,862411,F,0.2587297682442061,S5,Assorted_Genomes_mbarc_225
rspc_R100,107986,F,0.03239653216162685,S6,Assorted_Genomes_mbarc_225
rspc_R100,244747,F,0.0734252527764686,S7,Assorted_Genomes_mbarc_225
rspc_R100,261745,F,0.0785249684169094,S8,Assorted_Genomes_mbarc_225
rspc_R100,107316,F,0.032195711138625224,S9,Assorted_Genomes_mbarc_225
rspc_R100,90974,G,0.027292833193730093,S0,Assorted_Genomes_mbarc_225
rspc_R100,118932,G,0.035680673988287046,S1,Assorted_Genomes_mbarc_225
rspc_R100,46629,G,0.013989091694567447,S2,Assorted_Genomes_mbarc_225
rspc_R100,190634,G,0.057191818528464354,S3,Assorted_Genomes_mbarc_225
rspc_R100,270895,G,0.0812704586180527,S4,Assorted_Genomes_mbarc_225
rspc_R100,378206,G,0.1134646366159154,S5,Assorted_Genomes_mbarc_225
rspc_R100,1380723,G,0.4142262615135102,S6,Assorted_Genomes_mbarc_225
rspc_R100,112026,G,0.03360832765074412,S7,Assorted_Genomes_mbarc_225
rspc_R100,590969,G,0.17729401539808795,S8,Assorted_Genomes_mbarc_225
rspc_R100,229744,G,0.06892515058176146,S9,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S0,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S1,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S2,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S3,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S4,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S5,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S6,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S7,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S8,Assorted_Genomes_mbarc_225
rspc_R100,0,K,0.0,S9,Assorted_Genomes_mbarc_225
rspc_R100,3633,O,0.0010899252862666413,S0,Assorted_Genomes_mbarc_225
rspc_R100,1852,O,0.0005556167240633943,S1,Assorted_Genomes_mbarc_225
rspc_R100,2191,O,0.0006573184049153376,S2,Assorted_Genomes_mbarc_225
rspc_R100,3260,O,0.0009780276781832925,S3,Assorted_Genomes_mbarc_225
rspc_R100,2453,O,0.0007359177356174284,S4,Assorted_Genomes_mbarc_225
rspc_R100,3527,O,0.001058126453161329,S5,Assorted_Genomes_mbarc_225
rspc_R100,1695,O,0.0005085114923597273,S6,Assorted_Genomes_mbarc_225
rspc_R100,3352,O,0.0010056157881678741,S7,Assorted_Genomes_mbarc_225
